count 162029
121191168 0.003 0.159
121191936 0.0 0.143
121192704 0.0 0.143
121193472 -0.0 0.166
121194240 -0.003 0.14
121195008 0.001 0.16
121195776 -0.002 0.148
121196544 -0.002 0.155
121197312 -0.0 0.149
121198080 -0.001 0.145
121198848 0.001 0.173
121199616 0.002 0.143
121200384 -0.003 0.159
121201152 -0.001 0.153
121201920 0.002 0.153
121202688 0.001 0.134
121203456 0.003 0.157
121204224 -0.001 0.131
121204992 -0.002 0.142
121205760 0.002 0.15
121206528 0.0 0.151
121207296 0.002 0.145
121208064 -0.001 0.146
121208832 -0.0 0.142
121209600 0.001 0.151
121210368 0.003 0.182
121211136 0.001 0.145
121211904 -0.0 0.154
121212672 0.003 0.159
121213440 0.0 0.124
121214208 0.006 0.18
121214976 -0.0 0.164
121215744 -0.0 0.142
121216512 -0.0 0.141
121217280 0.002 0.149
121218048 -0.001 0.136
121218816 0.003 0.143
121219584 -0.0 0.141
121220352 0.002 0.13
121221120 0.001 0.139
121221888 0.001 0.149
121222656 0.002 0.161
121223424 0.001 0.137
121224192 0.003 0.162
121224960 0.002 0.139
121225728 0.001 0.138
121226496 0.001 0.149
121227264 0.003 0.17
121228032 0.001 0.137
121228800 -0.001 0.144
121229568 0.002 0.152
121230336 0.002 0.146
121231104 -0.0 0.15
121231872 0.002 0.15
121232640 -0.001 0.157
121233408 0.001 0.159
121234176 0.001 0.155
121234944 0.001 0.166
121235712 -0.0 0.155
121236480 -0.005 0.186
121237248 -0.001 0.144
121238016 0.0 0.146
121238784 0.0 0.149
121239552 0.003 0.169
121240320 0.002 0.185
121241088 -0.001 0.182
121241856 0.001 0.146
121242624 -0.001 0.14
121243392 -0.002 0.157
121244160 -0.001 0.132
121244928 0.001 0.157
121245696 -0.001 0.166
121246464 -0.0 0.147
121247232 -0.001 0.163
121248000 -0.0 0.145
121248768 0.0 0.15
121249536 0.0 0.142
121250304 -0.003 0.156
121251072 0.001 0.149
121251840 -0.001 0.153
121252608 -0.001 0.139
121253376 0.001 0.159
121254144 0.001 0.147
121254912 -0.001 0.163
121255680 0.001 0.157
121256448 -0.002 0.132
121257216 0.002 0.145
121257984 -0.0 0.159
121258752 0.001 0.151
121259520 -0.001 0.148
121260288 0.001 0.152
121261056 0.003 0.162
121261824 -0.001 0.17
121262592 0.002 0.154
121263360 0.002 0.139
121264128 0.0 0.149
121264896 -0.001 0.146
121265664 0.001 0.139
121266432 0.001 0.149
121267200 0.001 0.152
121267968 0.001 0.155
121268736 -0.0 0.151
121269504 0.003 0.152
121270272 0.0 0.155
121271040 0.001 0.151
121271808 0.0 0.143
121272576 -0.0 0.145
121273344 -0.001 0.156
121274112 -0.001 0.147
121274880 -0.002 0.2
121275648 0.002 0.147
121276416 0.0 0.166
121277184 0.001 0.151
121277952 0.002 0.156
121278720 0.002 0.166
121279488 0.0 0.154
121280256 -0.0 0.157
121281024 -0.001 0.186
121281792 0.0 0.136
121282560 -0.001 0.154
121283328 0.0 0.151
121284096 0.0 0.161
121284864 -0.001 0.152
121285632 -0.002 0.164
121286400 0.002 0.166
121287168 0.001 0.137
121287936 0.001 0.13
121288704 -0.001 0.152
121289472 -0.002 0.159
121290240 0.002 0.167
121291008 0.002 0.141
121291776 0.001 0.147
121292544 0.002 0.155
121293312 0.001 0.154
121294080 0.002 0.151
121294848 0.002 0.16
121295616 0.0 0.14
121296384 0.002 0.148
121297152 0.001 0.17
121297920 0.003 0.146
121298688 -0.001 0.153
121299456 0.002 0.147
121300224 0.003 0.16
121300992 0.001 0.159
121301760 -0.001 0.15
121302528 -0.001 0.159
121303296 -0.001 0.147
121304064 -0.0 0.148
121304832 -0.001 0.166
121305600 -0.0 0.164
121306368 -0.001 0.137
121307136 0.0 0.148
121307904 -0.001 0.151
121308672 0.003 0.142
121309440 0.002 0.149
121310208 -0.001 0.153
121310976 0.003 0.158
121311744 -0.001 0.149
121312512 0.0 0.13
121313280 -0.001 0.144
121314048 0.004 0.154
121314816 0.001 0.151
121315584 0.001 0.155
121316352 -0.0 0.146
121317120 0.002 0.144
121317888 0.002 0.154
121318656 -0.0 0.152
121319424 0.003 0.152
121320192 0.0 0.162
121320960 0.0 0.171
121321728 0.0 0.152
121322496 0.003 0.15
121323264 0.004 0.145
121324032 0.0 0.149
121324800 0.001 0.15
121325568 0.001 0.155
121326336 0.001 0.142
121327104 -0.001 0.151
121327872 0.001 0.139
121328640 -0.001 0.149
121329408 -0.002 0.136
121330176 0.001 0.135
121330944 -0.001 0.147
121331712 0.0 0.147
121332480 0.001 0.166
121333248 -0.0 0.137
121334016 0.0 0.175
121334784 0.0 0.156
121335552 0.003 0.163
121336320 -0.001 0.148
121337088 0.001 0.158
121337856 0.006 0.173
121338624 0.001 0.137
121339392 -0.001 0.146
121340160 -0.002 0.148
121340928 0.0 0.169
121341696 0.0 0.16
121342464 0.003 0.169
121343232 0.003 0.168
121344000 -0.001 0.146
121344768 -0.001 0.147
121345536 0.002 0.149
121346304 -0.0 0.158
121347072 -0.002 0.152
121347840 0.0 0.154
121348608 -0.001 0.148
121349376 0.001 0.145
121350144 0.0 0.15
121350912 0.0 0.142
121351680 0.003 0.158
121352448 0.002 0.16
121353216 -0.001 0.144
121353984 -0.0 0.126
121354752 0.001 0.14
121355520 0.005 0.165
121356288 0.002 0.151
121357056 -0.0 0.156
121357824 0.001 0.133
121358592 0.003 0.174
121359360 0.0 0.149
121360128 -0.002 0.158
121360896 0.001 0.149
121361664 0.002 0.179
121362432 -0.001 0.128
121363200 0.003 0.137
121363968 0.001 0.151
121364736 0.002 0.142
121365504 0.002 0.146
121366272 0.001 0.159
121367040 -0.001 0.154
121367808 0.003 0.168
121368576 -0.001 0.139
121369344 0.0 0.146
121370112 0.001 0.148
121370880 0.002 0.15
121371648 -0.0 0.156
121372416 0.001 0.132
121373184 -0.001 0.142
121373952 0.005 0.152
121374720 0.001 0.141
121375488 -0.001 0.152
121376256 0.002 0.173
121377024 0.003 0.171
121377792 0.0 0.155
121378560 -0.002 0.148
121379328 0.001 0.153
121380096 0.001 0.165
121380864 0.0 0.179
121381632 0.001 0.154
121382400 0.002 0.139
121383168 0.0 0.147
121383936 0.0 0.145
121384704 -0.001 0.157
121385472 0.002 0.151
121386240 0.002 0.146
121387008 0.002 0.148
121387776 -0.001 0.136
121388544 0.001 0.153
121389312 0.001 0.187
121390080 0.002 0.16
121390848 -0.0 0.147
121391616 0.001 0.154
121392384 0.002 0.145
121393152 -0.001 0.163
121393920 -0.0 0.149
121394688 0.001 0.139
121395456 -0.001 0.142
121396224 0.002 0.157
121396992 -0.002 0.156
121397760 0.0 0.15
121398528 0.001 0.147
121399296 0.0 0.152
121400064 -0.0 0.133
121400832 0.002 0.161
121401600 0.001 0.145
121402368 0.001 0.127
121403136 -0.002 0.156
121403904 0.0 0.155
121404672 0.0 0.151
121405440 0.001 0.144
121406208 -0.001 0.141
121406976 0.0 0.133
121407744 0.001 0.17
121408512 -0.001 0.137
121409280 -0.0 0.153
121410048 0.003 0.156
121410816 0.001 0.169
121411584 0.001 0.149
121412352 0.001 0.157
121413120 0.0 0.156
121413888 0.001 0.151
121414656 -0.0 0.149
121415424 0.001 0.152
121416192 -0.001 0.138
121416960 -0.003 0.146
121417728 0.002 0.149
121418496 0.002 0.143
121419264 0.002 0.165
121420032 0.001 0.147
121420800 0.001 0.15
121421568 0.0 0.149
121422336 -0.002 0.157
121423104 0.001 0.149
121423872 0.0 0.148
121424640 -0.0 0.175
121425408 0.002 0.177
121426176 0.003 0.139
121426944 -0.001 0.165
121427712 -0.002 0.143
121428480 0.0 0.141
121429248 0.0 0.142
121430016 -0.002 0.155
121430784 0.001 0.153
121431552 0.0 0.152
121432320 0.002 0.15
121433088 0.003 0.168
121433856 0.005 0.173
121434624 0.001 0.163
121435392 -0.0 0.159
121436160 0.001 0.15
121436928 0.0 0.132
121437696 -0.002 0.153
121438464 0.003 0.157
121439232 -0.002 0.151
121440000 -0.002 0.136
121440768 -0.001 0.131
121441536 -0.001 0.135
121442304 0.001 0.156
121443072 0.003 0.166
121443840 0.001 0.131
121444608 0.006 0.163
121445376 0.008 0.163
121446144 -0.0 0.139
121446912 -0.001 0.159
121447680 0.002 0.167
121448448 0.0 0.152
121449216 -0.0 0.144
121449984 0.001 0.156
121450752 -0.002 0.143
121451520 -0.001 0.148
121452288 0.004 0.165
121453056 0.003 0.172
121453824 0.001 0.146
121454592 -0.0 0.152
121455360 0.0 0.149
121456128 0.001 0.141
121456896 0.001 0.152
121457664 0.003 0.175
121458432 -0.0 0.139
121459200 -0.001 0.144
121459968 -0.0 0.146
121460736 0.003 0.15
121461504 0.006 0.154
121462272 0.003 0.148
121463040 0.005 0.158
121463808 -0.003 0.141
121464576 0.001 0.175
121465344 0.002 0.149
121466112 0.002 0.148
121466880 -0.0 0.148
121467648 -0.002 0.153
121468416 0.002 0.14
121469184 0.002 0.143
121469952 0.0 0.143
121470720 -0.0 0.148
121471488 -0.002 0.137
121472256 0.0 0.123
121473024 0.002 0.175
121473792 0.002 0.179
121474560 -0.001 0.139
121475328 -0.001 0.154
121476096 -0.001 0.158
121476864 0.003 0.126
121477632 -0.0 0.132
121478400 -0.001 0.155
121479168 0.002 0.183
121479936 0.003 0.156
121480704 -0.001 0.151
121481472 0.001 0.151
121482240 -0.0 0.174
121483008 -0.001 0.143
121483776 -0.001 0.149
121484544 -0.0 0.137
121485312 -0.002 0.145
121486080 0.003 0.158
121486848 0.0 0.142
121487616 0.001 0.146
121488384 -0.001 0.142
121489152 -0.001 0.151
121489920 0.0 0.152
121490688 0.002 0.169
121491456 0.001 0.13
121492224 0.0 0.148
121492992 0.002 0.144
121493760 -0.001 0.169
121494528 0.003 0.138
121495296 0.002 0.154
121496064 0.0 0.144
121496832 -0.001 0.132
121497600 -0.0 0.137
121498368 0.002 0.149
121499136 0.004 0.15
121499904 0.003 0.149
121500672 -0.0 0.158
121501440 -0.0 0.13
121502208 0.001 0.147
121502976 0.002 0.161
121503744 0.0 0.17
121504512 -0.001 0.123
121505280 0.0 0.15
121506048 0.003 0.147
121506816 -0.001 0.128
121507584 -0.001 0.151
121508352 0.0 0.158
121509120 0.003 0.174
121509888 -0.0 0.144
121510656 -0.002 0.139
121511424 0.002 0.146
121512192 0.001 0.152
121512960 0.0 0.146
121513728 -0.001 0.18
121514496 -0.0 0.148
121515264 0.001 0.163
121516032 -0.001 0.151
121516800 0.0 0.143
121517568 0.001 0.149
121518336 -0.001 0.166
121519104 -0.001 0.15
121519872 0.001 0.15
121520640 0.0 0.15
121521408 0.001 0.175
121522176 0.0 0.149
121522944 0.001 0.143
121523712 0.0 0.145
121524480 0.001 0.164
121525248 -0.0 0.154
121526016 -0.003 0.153
121526784 -0.001 0.158
121527552 -0.001 0.155
121528320 -0.0 0.148
121529088 -0.002 0.161
121529856 -0.0 0.139
121530624 -0.0 0.143
121531392 0.002 0.158
121532160 0.003 0.166
121532928 0.001 0.139
121533696 0.001 0.142
121534464 -0.0 0.154
121535232 -0.001 0.15
121536000 0.004 0.171
121536768 0.001 0.141
121537536 0.001 0.15
121538304 0.002 0.153
121539072 -0.001 0.16
121539840 0.005 0.171
121540608 -0.002 0.142
121541376 0.001 0.143
121542144 -0.0 0.135
121542912 0.003 0.142
121543680 -0.001 0.146
121544448 -0.002 0.146
121545216 0.001 0.148
121545984 0.002 0.149
121546752 0.001 0.146
121547520 0.004 0.152
121548288 0.003 0.166
121549056 0.0 0.153
121549824 0.004 0.183
121550592 -0.002 0.174
121551360 0.001 0.152
121552128 -0.002 0.16
121552896 0.002 0.163
121553664 0.003 0.154
121554432 0.0 0.153
121555200 0.0 0.156
121555968 0.0 0.148
121556736 0.0 0.145
121557504 0.0 0.148
121558272 0.004 0.191
121559040 0.004 0.164
121559808 -0.001 0.153
121560576 -0.001 0.157
121561344 0.001 0.155
121562112 0.003 0.166
121562880 0.001 0.137
121563648 0.004 0.17
121564416 0.003 0.142
121565184 0.001 0.147
121565952 0.001 0.151
121566720 0.006 0.176
121567488 0.0 0.154
121568256 0.001 0.146
121569024 -0.001 0.129
121569792 -0.002 0.145
121570560 0.002 0.156
121571328 0.001 0.145
121572096 -0.001 0.156
121572864 0.003 0.157
121573632 0.006 0.178
121574400 -0.0 0.143
121575168 0.004 0.169
121575936 0.001 0.145
121576704 -0.001 0.142
121577472 -0.0 0.15
121578240 0.001 0.153
121579008 -0.0 0.158
121579776 0.002 0.182
121580544 0.0 0.148
121581312 -0.0 0.171
121582080 -0.0 0.149
121582848 0.001 0.158
121583616 -0.002 0.146
121584384 -0.002 0.135
121585152 0.001 0.142
121585920 0.001 0.144
121586688 0.0 0.147
121587456 -0.001 0.145
121588224 -0.0 0.16
121588992 0.0 0.137
121589760 0.0 0.162
121590528 0.001 0.136
121591296 0.002 0.152
121592064 0.001 0.165
121592832 -0.001 0.163
121593600 0.003 0.173
121594368 -0.001 0.158
121595136 0.001 0.126
121595904 0.001 0.142
121596672 -0.002 0.16
121597440 -0.001 0.141
121598208 0.002 0.16
121598976 0.002 0.16
121599744 0.004 0.162
121600512 0.0 0.129
121601280 0.001 0.148
121602048 0.001 0.152
121602816 0.001 0.16
121603584 0.004 0.167
121604352 0.0 0.153
121605120 0.001 0.147
121605888 -0.002 0.148
121606656 0.001 0.144
121607424 -0.0 0.152
121608192 -0.0 0.163
121608960 -0.0 0.153
121609728 -0.002 0.131
121610496 -0.0 0.145
121611264 -0.002 0.141
121612032 0.0 0.148
121612800 0.001 0.146
121613568 -0.001 0.15
121614336 0.001 0.153
121615104 0.001 0.143
121615872 0.002 0.154
121616640 0.002 0.163
121617408 0.001 0.157
121618176 0.002 0.155
121618944 0.0 0.148
121619712 0.003 0.146
121620480 -0.0 0.144
121621248 0.001 0.15
121622016 0.0 0.122
121622784 -0.001 0.128
121623552 0.001 0.149
121624320 0.001 0.155
121625088 -0.001 0.149
121625856 0.002 0.146
121626624 -0.0 0.157
121627392 0.002 0.15
121628160 0.001 0.137
121628928 0.001 0.151
121629696 0.001 0.155
121630464 0.001 0.146
121631232 -0.0 0.151
121632000 0.001 0.149
121632768 -0.001 0.161
121633536 0.002 0.132
121634304 0.002 0.153
121635072 0.0 0.147
121635840 -0.001 0.146
121636608 0.003 0.157
121637376 0.003 0.145
121638144 -0.001 0.133
121638912 0.004 0.144
121639680 0.001 0.161
121640448 0.0 0.14
121641216 0.003 0.144
121641984 0.001 0.148
121642752 0.0 0.148
121643520 0.001 0.159
121644288 0.0 0.147
121645056 -0.002 0.118
121645824 0.001 0.151
121646592 -0.001 0.148
121647360 0.001 0.145
121648128 -0.001 0.139
121648896 -0.001 0.14
121649664 -0.0 0.144
121650432 0.0 0.149
121651200 0.001 0.164
121651968 0.002 0.163
121652736 -0.001 0.148
121653504 0.002 0.159
121654272 0.001 0.156
121655040 -0.0 0.151
121655808 0.001 0.151
121656576 -0.002 0.119
121657344 0.002 0.16
121658112 0.003 0.157
121658880 0.001 0.131
121659648 -0.0 0.147
121660416 0.0 0.146
121661184 -0.001 0.157
121661952 0.003 0.175
121662720 0.002 0.141
121663488 0.002 0.145
121664256 0.001 0.146
121665024 0.003 0.127
121665792 0.0 0.157
121666560 -0.0 0.149
121667328 -0.0 0.154
121668096 0.001 0.153
121668864 0.0 0.153
121669632 -0.0 0.144
121670400 0.0 0.143
121671168 0.0 0.143
121671936 0.004 0.15
121672704 0.002 0.183
121673472 0.002 0.15
121674240 0.002 0.145
121675008 0.002 0.142
121675776 0.002 0.154
121676544 0.004 0.162
121677312 -0.0 0.129
121678080 0.0 0.146
121678848 -0.0 0.149
121679616 0.003 0.14
121680384 0.001 0.166
121681152 0.001 0.159
121681920 0.001 0.185
121682688 0.001 0.146
121683456 0.001 0.134
121684224 -0.0 0.152
121684992 0.001 0.17
121685760 0.002 0.178
121686528 0.0 0.151
121687296 0.001 0.159
121688064 0.001 0.135
121688832 0.0 0.142
121689600 0.0 0.163
121690368 -0.0 0.157
121691136 -0.001 0.166
121691904 -0.001 0.14
121692672 0.001 0.146
121693440 -0.001 0.155
121694208 -0.0 0.145
121694976 0.001 0.136
121695744 0.004 0.163
121696512 0.0 0.163
121697280 0.002 0.155
121698048 -0.001 0.164
121698816 0.002 0.16
121699584 0.004 0.151
121700352 0.002 0.156
121701120 0.002 0.147
121701888 0.0 0.15
121702656 -0.002 0.168
121703424 0.001 0.154
121704192 0.001 0.157
121704960 -0.0 0.15
121705728 -0.001 0.145
121706496 0.002 0.159
121707264 0.0 0.134
121708032 -0.0 0.151
121708800 -0.001 0.138
121709568 0.002 0.157
121710336 0.001 0.169
121711104 -0.001 0.148
121711872 -0.0 0.135
121712640 0.001 0.149
121713408 -0.001 0.148
121714176 -0.001 0.17
121714944 -0.0 0.166
121715712 0.002 0.14
121716480 0.0 0.144
121717248 -0.001 0.14
121718016 0.002 0.168
121718784 0.001 0.177
121719552 -0.001 0.151
121720320 -0.001 0.153
121721088 0.001 0.14
121721856 -0.002 0.135
121722624 0.002 0.148
121723392 -0.002 0.132
121724160 0.001 0.15
121724928 0.002 0.145
121725696 -0.001 0.135
121726464 0.002 0.158
121727232 0.0 0.139
121728000 0.002 0.15
121728768 -0.001 0.149
121729536 0.002 0.146
121730304 -0.0 0.15
121731072 0.001 0.153
121731840 0.001 0.166
121732608 0.006 0.164
121733376 -0.002 0.144
121734144 0.0 0.136
121734912 0.001 0.139
121735680 -0.003 0.183
121736448 0.002 0.161
121737216 -0.0 0.143
121737984 -0.002 0.145
121738752 0.001 0.137
121739520 -0.001 0.155
121740288 -0.0 0.134
121741056 0.0 0.141
121741824 0.001 0.154
121742592 -0.0 0.147
121743360 0.001 0.168
121744128 0.004 0.159
121744896 -0.001 0.158
121745664 0.002 0.152
121746432 -0.001 0.143
121747200 0.002 0.141
121747968 -0.0 0.118
121748736 0.0 0.151
121749504 0.001 0.156
121750272 0.002 0.146
121751040 -0.001 0.149
121751808 0.001 0.153
121752576 0.002 0.15
121753344 0.001 0.134
121754112 0.002 0.161
121754880 -0.001 0.135
121755648 0.001 0.142
121756416 0.003 0.15
121757184 0.004 0.181
121757952 0.0 0.155
121758720 -0.001 0.132
121759488 0.001 0.132
121760256 0.002 0.147
121761024 -0.001 0.162
121761792 -0.0 0.157
121762560 -0.001 0.147
121763328 0.001 0.154
121764096 -0.0 0.144
121764864 0.0 0.152
121765632 0.003 0.162
121766400 0.0 0.151
121767168 -0.0 0.154
121767936 0.0 0.144
121768704 0.002 0.153
121769472 -0.003 0.149
121770240 0.0 0.18
121771008 -0.0 0.166
121771776 -0.002 0.151
121772544 0.001 0.159
121773312 0.001 0.143
121774080 0.004 0.157
121774848 -0.001 0.153
121775616 0.002 0.173
121776384 -0.001 0.135
121777152 -0.001 0.15
121777920 -0.001 0.152
121778688 -0.0 0.142
121779456 -0.001 0.147
121780224 -0.002 0.147
121780992 0.001 0.149
121781760 -0.001 0.154
121782528 0.003 0.162
121783296 0.001 0.15
121784064 0.001 0.175
121784832 -0.001 0.152
121785600 0.001 0.144
121786368 -0.0 0.148
121787136 0.004 0.155
121787904 0.0 0.158
121788672 0.002 0.147
121789440 0.004 0.156
121790208 0.001 0.141
121790976 -0.001 0.161
121791744 -0.003 0.155
121792512 -0.0 0.153
121793280 0.001 0.153
121794048 0.002 0.175
121794816 0.002 0.148
121795584 0.001 0.134
121796352 0.002 0.137
121797120 0.001 0.146
121797888 0.002 0.159
121798656 -0.001 0.144
121799424 0.0 0.149
121800192 0.002 0.151
121800960 -0.001 0.137
121801728 0.0 0.151
121802496 -0.002 0.148
121803264 0.004 0.163
121804032 0.0 0.149
121804800 -0.001 0.143
121805568 0.002 0.153
121806336 0.0 0.139
121807104 0.001 0.151
121807872 -0.0 0.147
121808640 -0.001 0.156
121809408 -0.001 0.154
121810176 0.001 0.162
121810944 -0.001 0.139
121811712 -0.001 0.151
121812480 0.0 0.146
121813248 -0.0 0.143
121814016 -0.0 0.142
121814784 0.001 0.119
121815552 -0.002 0.148
121816320 -0.0 0.133
121817088 0.002 0.143
121817856 -0.001 0.157
121818624 -0.002 0.175
121819392 0.002 0.159
121820160 0.007 0.17
121820928 0.0 0.151
121821696 0.003 0.166
121822464 0.001 0.147
121823232 0.001 0.156
121824000 0.0 0.142
121824768 -0.0 0.146
121825536 -0.001 0.164
121826304 -0.0 0.15
121827072 0.0 0.157
121827840 0.0 0.151
121828608 0.001 0.133
121829376 0.002 0.205
121830144 -0.001 0.151
121830912 0.0 0.148
121831680 0.0 0.156
121832448 0.002 0.158
121833216 0.003 0.139
121833984 0.003 0.148
121834752 0.0 0.15
121835520 -0.003 0.145
121836288 -0.0 0.139
121837056 0.001 0.14
121837824 0.001 0.16
121838592 0.002 0.162
121839360 -0.001 0.134
121840128 -0.001 0.137
121840896 -0.0 0.14
121841664 0.0 0.173
121842432 -0.0 0.144
121843200 0.001 0.148
121843968 -0.0 0.141
121844736 -0.0 0.154
121845504 0.002 0.147
121846272 0.006 0.184
121847040 0.002 0.151
121847808 0.0 0.156
121848576 0.002 0.139
121849344 0.001 0.149
121850112 -0.0 0.143
121850880 0.003 0.145
121851648 0.001 0.17
121852416 -0.001 0.168
121853184 0.001 0.146
121853952 0.001 0.144
121854720 -0.0 0.139
121855488 -0.002 0.155
121856256 0.005 0.172
121857024 -0.001 0.152
121857792 0.0 0.141
121858560 -0.003 0.156
121859328 -0.001 0.161
121860096 0.002 0.154
121860864 0.0 0.14
121861632 0.0 0.127
121862400 -0.0 0.15
121863168 0.002 0.161
121863936 0.004 0.164
121864704 -0.001 0.16
121865472 -0.001 0.149
121866240 0.001 0.162
121867008 -0.001 0.132
121867776 0.001 0.138
121868544 0.002 0.153
121869312 0.0 0.15
121870080 -0.001 0.149
121870848 0.002 0.153
121871616 0.002 0.145
121872384 -0.0 0.145
121873152 0.001 0.166
121873920 0.0 0.163
121874688 0.0 0.173
121875456 0.002 0.157
121876224 0.002 0.147
121876992 0.002 0.153
121877760 -0.003 0.141
121878528 0.002 0.149
121879296 -0.002 0.172
121880064 -0.0 0.141
121880832 0.001 0.13
121881600 0.001 0.149
121882368 -0.001 0.146
121883136 -0.001 0.145
121883904 0.0 0.146
121884672 -0.002 0.153
121885440 0.001 0.139
121886208 0.001 0.144
121886976 -0.001 0.146
121887744 0.001 0.151
121888512 -0.002 0.142
121889280 0.002 0.15
121890048 0.001 0.138
121890816 -0.0 0.141
121891584 0.001 0.171
121892352 0.001 0.135
121893120 0.0 0.147
121893888 -0.001 0.155
121894656 0.001 0.139
121895424 0.003 0.145
121896192 -0.001 0.134
121896960 -0.0 0.153
121897728 0.0 0.158
121898496 0.005 0.188
121899264 -0.0 0.149
121900032 -0.001 0.147
121900800 0.0 0.139
121901568 0.002 0.153
121902336 0.0 0.154
121903104 0.002 0.166
121903872 0.002 0.137
121904640 -0.003 0.151
121905408 0.0 0.131
121906176 -0.001 0.149
121906944 0.0 0.141
121907712 -0.001 0.149
121908480 0.002 0.152
121909248 0.001 0.144
121910016 -0.002 0.127
121910784 0.001 0.146
121911552 0.0 0.172
121912320 0.003 0.158
121913088 0.003 0.152
121913856 -0.0 0.176
121914624 0.003 0.145
121915392 0.002 0.151
121916160 0.003 0.152
121916928 0.001 0.147
121917696 0.001 0.161
121918464 0.0 0.14
121919232 0.001 0.148
121920000 0.002 0.165
121920768 0.002 0.155
121921536 0.002 0.169
121922304 0.003 0.173
121923072 0.001 0.14
121923840 0.002 0.147
121924608 0.002 0.165
121925376 0.0 0.14
121926144 -0.002 0.152
121926912 0.002 0.175
121927680 0.001 0.151
121928448 0.005 0.155
121929216 0.0 0.151
121929984 0.001 0.146
121930752 -0.001 0.151
121931520 -0.0 0.151
121932288 0.001 0.175
121933056 -0.001 0.162
121933824 0.001 0.146
121934592 0.002 0.147
121935360 -0.002 0.149
121936128 0.002 0.148
121936896 0.0 0.169
121937664 0.0 0.167
121938432 0.0 0.167
121939200 0.002 0.134
121939968 -0.001 0.151
121940736 0.001 0.161
121941504 0.002 0.167
121942272 -0.0 0.155
121943040 0.001 0.154
121943808 -0.001 0.131
121944576 0.0 0.148
121945344 0.0 0.156
121946112 0.002 0.157
121946880 -0.0 0.149
121947648 0.005 0.157
121948416 0.002 0.152
121949184 0.0 0.144
121949952 -0.001 0.149
121950720 -0.001 0.143
121951488 0.001 0.146
121952256 0.002 0.157
121953024 0.003 0.151
121953792 0.001 0.141
121954560 -0.0 0.17
121955328 0.0 0.152
121956096 -0.001 0.16
121956864 0.001 0.139
121957632 0.002 0.162
121958400 0.001 0.155
121959168 -0.0 0.151
121959936 0.002 0.16
121960704 0.001 0.128
121961472 0.002 0.16
121962240 0.002 0.17
121963008 0.002 0.14
121963776 -0.001 0.157
121964544 -0.001 0.127
121965312 0.001 0.144
121966080 0.0 0.147
121966848 -0.0 0.132
121967616 0.0 0.15
121968384 0.002 0.151
121969152 -0.002 0.149
121969920 0.004 0.168
121970688 0.001 0.148
121971456 -0.0 0.15
121972224 0.001 0.138
121972992 -0.001 0.135
121973760 -0.0 0.143
121974528 -0.002 0.157
121975296 0.001 0.137
121976064 -0.001 0.143
121976832 0.002 0.155
121977600 0.002 0.146
121978368 0.002 0.15
121979136 0.001 0.159
121979904 0.0 0.152
121980672 0.0 0.142
121981440 -0.0 0.146
121982208 -0.0 0.139
121982976 -0.001 0.142
121983744 -0.0 0.152
121984512 0.0 0.146
121985280 0.0 0.156
121986048 0.001 0.161
121986816 -0.001 0.138
121987584 0.001 0.136
121988352 0.002 0.143
121989120 0.0 0.158
121989888 -0.002 0.155
121990656 0.0 0.148
121991424 0.0 0.146
121992192 -0.001 0.149
121992960 0.0 0.155
121993728 0.0 0.14
121994496 0.001 0.145
121995264 -0.001 0.155
121996032 -0.001 0.128
121996800 0.0 0.149
121997568 -0.0 0.143
121998336 0.001 0.168
121999104 0.002 0.148
121999872 0.0 0.147
122000640 -0.0 0.135
122001408 0.0 0.149
122002176 -0.0 0.164
122002944 0.003 0.156
122003712 -0.001 0.147
122004480 -0.0 0.179
122005248 0.001 0.158
122006016 0.001 0.138
122006784 -0.001 0.155
122007552 0.0 0.176
122008320 0.001 0.158
122009088 0.0 0.138
122009856 0.003 0.163
122010624 0.0 0.143
122011392 -0.002 0.17
122012160 0.002 0.167
122012928 -0.0 0.168
122013696 -0.0 0.137
122014464 -0.0 0.151
122015232 0.001 0.15
122016000 -0.0 0.127
122016768 0.004 0.153
122017536 0.001 0.16
122018304 0.003 0.141
122019072 0.0 0.148
122019840 -0.002 0.128
122020608 0.001 0.148
122021376 0.003 0.152
122022144 0.001 0.154
122022912 0.001 0.157
122023680 0.002 0.168
122024448 0.002 0.148
122025216 0.0 0.148
122025984 0.002 0.17
122026752 0.002 0.151
122027520 0.003 0.159
122028288 0.002 0.157
122029056 0.002 0.144
122029824 0.0 0.175
122030592 0.002 0.158
122031360 0.002 0.158
122032128 -0.004 0.177
122032896 0.001 0.167
122033664 0.0 0.148
122034432 0.002 0.147
122035200 -0.001 0.151
122035968 0.002 0.149
122036736 -0.0 0.141
122037504 0.001 0.144
122038272 -0.001 0.144
122039040 0.003 0.169
122039808 0.003 0.15
122040576 0.0 0.149
122041344 -0.001 0.141
122042112 0.0 0.162
122042880 0.001 0.138
122043648 0.001 0.154
122044416 -0.0 0.15
122045184 0.002 0.148
122045952 0.001 0.146
122046720 0.002 0.155
122047488 0.002 0.154
122048256 -0.002 0.173
122049024 0.003 0.15
122049792 -0.001 0.145
122050560 -0.0 0.157
122051328 -0.0 0.172
122052096 0.003 0.15
122052864 0.002 0.165
122053632 0.002 0.161
122054400 0.0 0.155
122055168 -0.003 0.164
122055936 -0.003 0.14
122056704 0.003 0.153
122057472 0.002 0.147
122058240 0.001 0.143
122059008 0.004 0.148
122059776 0.002 0.159
